LeaveVote,gender,age,edlevel,hhincome,econPersonalRetro1,EuropeanIdentity,EnglishIdentity,BritishIdentity,PolMistrust,GovDisapproval,PopulismScale,ConVote,LabVote,LibVote,SNPPCVote,UKIP,euUKNotRich,euNotPreventWar,FreeTradeBad,euParlOverRide1,euUndermineIdentity1,lessEUmigrants,effectsEUTrade1,effectsEUImmigrationLower
1,1,61,0,1,2,2,7,4,4,4,15,0,1,0,0,0,4,3,2,5,4,9,4,4
0,1,56,4,4,3,7,7,7,4,4,15,0,1,0,0,0,2,2,1,3,2,4,2,3
1,1,49,0,2,2,1,7,7,7,4,15,0,0,0,0,1,5,5,3,5,4,9,3,4
0,1,72,2,4,3,1,1,1,7,5,15,0,1,0,0,0,3,3,3,5,4,10,3,3
0,1,65,4,3,3,3,7,7,2,2,15,1,0,0,0,0,4,2,1,1,5,9,3,5
0,1,40,4,2,4,2,1,3,5,2,15,1,0,0,0,0,3,2,1,4,3,7,3,4
1,2,78,4,2,1,2,7,4,6,4,15,0,1,0,0,0,4,3,1,3,4,6,3,3
1,1,58,2,4,3,4,7,7,4,3,15,1,0,0,0,0,3,3,1,4,3,5,3,4
0,1,56,4,5,5,5,5,5,3,2,15,0,1,1,0,0,2,2,1,2,2,6,2,3
0,2,56,4,2,3,4,6,6,6,4,15,0,1,0,0,0,3,3,2,3,3,6,3,3
1,1,50,2,2,5,1,1,7,7,3,15,0,0,0,0,0,3,2,3,5,5,7,3,4
0,2,26,3,3,4,1,1,7,5,2,15,1,0,0,0,0,2,2,1,5,2,3,2,4
1,2,35,4,7,4,3,1,7,6,4,15,0,0,0,0,0,3,3,1,4,4,5,2,3
0,2,60,5,3,3,6,1,7,5,3,14,0,0,0,0,0,2,2,1,2,1,3,1,2
0,2,43,4,3,4,4,1,2,3,5,16,0,0,0,1,0,2,1,1,2,1,5,3,3
1,2,31,5,5,3,1,7,7,1,3,15,1,0,0,0,0,3,3,2,3,3,10,4,5
1,2,56,3,4,3,3,7,7,5,3,15,0,0,0,0,0,4,3,3,3,4,7,3,5
0,1,21,3,4,3,5,4,5,3,3,15,0,1,1,0,0,2,2,1,3,2,5,2,3
1,2,69,0,4,2,1,7,7,7,5,15,0,0,0,0,1,5,2,3,5,1,10,3,5
1,2,73,0,2,2,4,7,7,7,4,23,1,0,0,0,0,5,5,3,5,5,10,4,3
0,1,56,2,4,1,5,7,7,3,2,15,1,0,0,0,0,2,3,1,4,2,7,2,4
1,2,41,2,4,4,1,7,4,5,2,15,1,0,0,0,0,3,3,2,5,5,8,2,4
1,1,52,0,1,3,6,5,3,4,3,20,0,1,0,0,0,4,2,3,3,2,6,3,3
0,1,69,2,3,3,5,2,5,5,5,20,0,1,0,0,0,2,1,1,2,2,2,2,3
1,1,22,3,6,3,1,7,4,5,2,20,1,0,0,0,0,4,4,1,5,4,10,4,4
0,2,54,2,3,1,6,1,2,6,4,15,0,1,0,0,0,2,2,1,3,2,4,1,2
1,2,55,2,2,2,1,7,4,7,4,15,0,0,0,0,1,5,4,3,5,5,10,3,5
0,1,39,3,4,4,5,7,1,5,2,15,1,0,0,0,0,2,4,1,5,1,4,3,5
1,1,64,0,4,3,4,7,7,4,3,15,0,1,0,0,0,4,4,1,5,5,8,3,3
1,2,68,3,3,3,3,7,7,4,3,17,0,0,0,0,0,4,3,1,4,4,7,4,5
0,1,70,2,3,2,6,6,6,3,4,15,0,1,0,0,0,2,1,1,3,3,5,2,3
1,1,65,2,7,4,1,7,7,7,5,15,0,0,0,0,1,5,3,1,5,5,10,4,5
0,2,22,3,1,4,2,2,2,7,3,15,0,1,0,0,0,3,4,1,3,3,5,2,2
0,1,73,2,5,2,7,7,7,6,2,18,1,0,0,0,0,2,2,1,4,4,5,2,3
1,2,73,0,4,3,1,7,4,4,3,15,0,0,0,0,1,4,5,2,5,5,10,4,4
0,2,64,3,1,4,5,7,5,4,2,15,1,0,0,0,0,2,1,1,4,2,5,2,3
0,2,57,3,6,5,6,5,6,3,4,17,0,1,0,0,0,1,2,1,1,1,5,2,3
1,2,43,4,5,4,4,4,5,3,2,15,1,0,0,0,0,3,3,1,4,4,8,3,4
1,2,23,2,4,2,4,1,7,6,3,15,0,1,0,0,0,3,3,3,3,3,5,3,3
0,2,61,2,4,4,5,1,6,5,4,15,0,1,0,0,0,4,3,1,2,2,10,3,3
0,1,64,3,2,3,1,4,7,2,2,15,1,0,0,0,0,3,3,1,5,5,10,2,5
1,2,61,5,4,3,4,7,7,5,4,15,0,0,0,0,1,4,4,1,5,5,8,4,4
1,1,25,4,8,3,2,7,7,3,2,15,1,0,0,0,0,5,5,1,5,5,10,4,4
1,1,62,0,1,3,3,7,7,4,5,22,0,1,0,0,0,3,2,2,5,4,8,3,2
0,2,61,4,4,3,6,5,5,6,5,15,0,1,0,0,0,2,2,1,2,2,3,1,4
0,2,60,4,2,2,4,3,4,5,5,15,0,0,0,1,0,3,2,2,2,2,2,2,4
0,1,54,5,1,4,4,7,5,5,5,16,0,1,0,0,0,1,1,1,2,2,7,1,4
1,1,73,3,3,3,1,2,7,3,2,15,1,0,0,0,0,4,3,1,5,4,7,3,4
1,1,41,4,3,3,5,5,5,3,2,20,1,0,0,0,0,4,2,2,4,4,6,3,4
1,2,75,4,4,3,4,6,7,6,4,15,0,1,0,0,0,4,4,1,2,3,4,3,4
1,1,56,2,3,3,2,7,3,6,4,15,0,0,0,0,1,4,4,1,5,5,7,4,4
1,2,72,2,2,3,4,7,7,3,4,15,1,0,0,0,0,3,3,1,4,4,7,4,3
1,1,62,4,6,3,4,4,7,4,4,15,0,0,0,0,1,4,4,1,5,5,10,3,4
1,1,36,4,8,3,4,7,7,4,2,14,1,0,0,0,0,4,4,1,5,4,6,4,3
0,2,29,4,7,4,3,5,6,4,2,15,0,1,0,0,0,2,2,1,4,2,3,2,3
0,2,20,4,4,4,3,2,4,5,4,16,0,1,0,0,0,2,1,1,1,2,5,2,4
0,2,69,4,3,3,7,7,7,4,5,15,0,1,0,0,0,2,3,1,2,2,5,2,1
1,1,82,0,4,4,3,7,7,4,4,15,1,0,0,0,0,4,4,1,4,4,4,3,4
0,2,41,2,5,3,4,6,6,6,4,15,0,1,0,0,0,4,3,2,4,2,5,3,4
1,2,51,2,4,2,1,7,7,6,2,15,1,0,0,0,0,3,4,2,4,4,8,3,4
1,2,25,4,4,3,2,7,7,5,3,15,0,0,0,0,0,3,5,1,4,3,8,3,5
1,1,44,2,2,2,1,7,7,7,3,15,0,0,0,0,0,4,5,1,5,5,5,3,4
0,2,31,2,2,3,6,1,1,6,3,15,0,1,0,0,0,2,2,1,3,2,1,3,3
1,1,58,3,4,4,4,5,5,5,3,15,1,0,0,0,0,4,4,2,4,4,10,3,4
1,1,44,2,1,2,1,6,5,5,3,15,1,0,0,0,0,4,3,2,5,4,10,3,4
1,2,18,2,5,2,1,6,7,7,2,15,0,1,0,0,0,2,1,2,3,4,10,3,5
0,2,34,4,4,5,4,6,6,6,4,15,0,1,0,0,0,2,3,1,3,2,5,2,4
0,1,37,5,1,4,5,5,5,4,3,15,0,1,0,0,0,2,4,3,3,2,6,4,4
0,2,22,4,4,1,5,1,1,5,4,15,0,1,0,0,0,2,3,1,3,2,5,1,4
0,2,21,3,6,4,6,6,6,3,4,14,0,1,1,0,0,2,2,1,2,2,5,3,2
0,1,30,3,2,3,4,1,3,6,4,15,0,0,0,1,0,3,3,1,3,2,1,2,4
1,2,29,4,7,5,2,6,6,4,2,15,1,0,0,0,0,3,3,3,2,2,5,4,4
0,1,41,4,7,4,5,6,6,3,2,15,0,0,0,0,0,3,2,1,4,2,6,3,3
1,2,37,2,3,3,1,7,7,6,3,15,0,0,0,0,1,3,5,2,3,3,10,2,4
0,2,64,1,2,3,2,4,5,6,5,16,0,1,0,0,0,2,1,1,2,1,8,2,3
1,1,41,3,5,3,3,7,7,3,2,21,1,0,0,0,0,4,3,1,5,4,10,3,5
1,2,59,3,1,1,1,7,7,7,4,15,0,1,0,0,0,4,3,2,4,4,7,3,5
1,1,59,4,3,3,4,1,7,3,3,15,0,1,0,0,0,4,3,2,5,4,5,4,4
1,1,21,3,5,2,2,7,6,6,5,15,0,1,0,0,0,4,2,1,5,5,4,2,4
0,1,21,4,1,4,5,7,7,4,3,15,0,1,0,0,0,3,2,1,4,2,1,3,2
0,1,68,3,3,1,6,7,7,7,5,15,0,1,0,0,0,2,1,1,4,3,9,3,3
0,1,71,2,4,3,4,2,5,7,4,15,0,1,0,0,0,2,2,1,3,2,6,2,2
0,1,39,5,3,3,5,5,6,6,5,22,0,1,0,0,0,2,2,1,2,2,7,4,3
0,1,73,2,2,3,7,2,6,2,5,15,0,1,0,0,0,2,2,1,2,2,5,3,3
1,1,64,3,4,3,1,4,7,4,2,15,1,0,0,0,0,5,5,2,5,5,8,3,5
0,2,65,4,1,2,5,7,7,2,2,14,1,0,0,0,0,4,3,1,4,4,5,1,1
1,1,45,4,4,4,1,7,6,4,3,15,1,0,0,0,0,4,4,2,5,5,8,4,5
1,2,36,3,5,2,2,7,7,5,4,15,0,0,0,0,1,4,4,1,4,4,5,3,5
1,1,18,2,4,3,2,1,6,6,4,15,1,0,0,0,0,4,4,2,3,2,10,2,5
1,1,50,3,2,2,2,6,6,6,5,15,0,0,0,0,1,5,5,2,5,5,8,4,5
1,2,48,4,5,4,2,4,6,4,3,15,0,1,0,0,0,4,4,1,4,4,5,3,4
1,2,45,4,4,2,3,5,5,5,3,15,1,0,0,0,0,3,3,1,5,4,10,3,4
0,1,71,4,6,3,6,2,7,3,2,15,1,0,0,0,0,3,2,1,5,4,6,3,4
0,2,21,3,4,3,4,4,4,5,4,15,0,0,0,0,0,3,3,1,2,2,5,1,3
1,2,41,2,1,3,2,7,6,5,4,15,0,1,0,0,0,4,4,1,4,4,7,2,4
0,1,29,4,3,3,3,1,5,5,3,15,0,0,0,0,0,3,3,1,3,2,5,2,4
0,2,60,4,4,3,2,7,7,4,2,15,1,0,0,0,0,2,2,1,5,4,5,2,3
1,2,23,4,1,4,1,5,5,6,4,15,0,1,0,0,0,3,3,3,3,3,5,3,3
1,1,75,4,4,3,5,7,7,6,3,15,1,0,0,0,0,3,3,1,3,3,7,3,4
1,1,77,2,2,2,1,1,1,5,4,15,0,0,0,1,0,4,3,2,5,5,10,3,5
1,1,68,0,2,3,5,7,7,6,3,15,0,0,0,0,0,4,4,2,4,5,4,3,3
1,1,25,4,4,4,1,7,7,1,1,9,1,0,0,0,0,5,5,1,5,5,10,3,5
1,2,45,4,2,3,1,7,7,6,4,17,0,0,0,0,1,4,4,2,5,4,8,3,4
1,2,66,5,4,3,2,5,6,5,2,15,1,0,0,0,0,3,3,2,4,5,10,3,4
1,2,68,2,4,2,1,7,7,7,5,15,0,0,0,0,0,5,4,3,5,5,10,5,5
1,1,73,0,3,3,4,7,7,3,4,15,1,0,0,0,0,4,5,1,5,5,6,4,4
1,2,59,4,7,3,4,6,7,2,2,15,0,1,0,0,0,4,3,1,4,4,7,3,4
1,2,65,3,4,3,3,6,6,5,4,17,0,1,0,0,0,4,2,2,4,5,6,4,4
1,2,57,2,1,3,5,5,5,7,5,21,0,1,0,0,0,4,5,2,4,3,3,3,3
1,1,59,2,6,4,1,7,7,6,4,15,1,0,0,0,0,4,3,3,5,5,9,3,5
0,2,33,3,2,3,4,6,6,5,3,15,0,1,0,0,0,3,3,1,3,3,5,3,3
0,2,49,2,4,1,5,5,5,4,3,15,0,0,0,0,0,3,3,2,3,3,10,3,1
0,2,75,0,4,2,5,1,7,6,4,15,0,1,0,0,0,2,4,3,4,3,8,3,3
0,2,31,4,5,4,6,5,5,5,4,15,0,1,1,0,0,1,2,1,2,2,5,2,3
1,2,62,4,2,1,4,6,7,5,3,15,1,0,0,0,0,3,3,1,5,5,6,5,3
0,1,40,2,5,3,6,6,4,5,2,15,0,0,0,0,0,2,2,1,3,2,3,2,3
1,1,48,3,4,3,1,4,5,5,3,17,1,0,0,0,0,4,4,2,5,1,10,4,5
0,1,18,3,3,3,6,2,3,3,5,15,0,0,0,0,0,2,1,1,2,2,0,2,3
1,1,24,3,4,2,4,7,1,5,5,15,0,1,0,0,0,4,5,2,4,4,10,5,4
1,1,19,3,4,3,6,6,4,3,2,15,1,0,0,0,0,3,2,1,2,3,6,2,5
1,1,27,3,3,3,1,7,6,6,4,15,0,0,0,0,1,4,2,1,5,5,10,4,5
0,1,44,4,7,1,4,5,5,7,3,15,1,0,0,0,0,4,3,1,4,4,8,2,4
1,2,73,2,2,2,1,7,7,4,5,15,0,1,0,0,0,3,3,2,5,5,10,2,5
0,1,52,4,6,3,5,5,5,7,5,18,0,0,0,0,0,3,3,1,4,3,7,3,4
0,1,50,3,2,3,3,2,4,6,5,15,0,1,0,0,0,2,2,1,3,2,5,2,3
1,2,64,2,4,3,4,7,7,5,3,15,0,0,0,0,0,4,3,2,4,4,6,3,4
0,2,37,4,7,3,3,2,2,4,3,15,0,0,0,0,0,3,3,1,3,3,5,3,3
0,2,53,4,4,3,5,4,5,4,4,15,0,1,1,0,0,3,2,1,2,2,4,2,3
1,2,31,4,3,3,1,5,5,7,5,15,0,1,0,0,0,3,3,2,3,5,0,3,1
0,1,22,4,3,3,4,1,6,5,5,14,0,1,0,0,0,1,1,1,2,1,0,1,5
0,1,19,3,4,3,5,1,5,3,5,15,0,1,0,0,0,1,3,1,2,1,5,3,4
1,1,65,2,5,4,1,7,7,5,4,17,0,0,0,0,1,3,4,1,5,4,10,4,5
0,1,34,5,5,3,6,5,6,3,3,11,0,1,0,0,0,1,1,1,2,1,5,2,3
1,1,59,4,7,2,1,6,3,6,2,15,0,0,0,0,1,3,2,3,5,5,5,5,5
1,1,59,1,5,2,2,4,6,5,2,15,1,0,0,0,0,4,4,1,1,4,8,3,4
0,2,63,3,3,3,6,7,7,6,3,15,0,1,0,0,0,3,2,1,3,2,6,3,3
1,1,40,4,2,2,2,2,6,6,4,15,0,1,0,0,0,4,4,1,4,4,6,3,4
1,2,63,5,4,3,3,1,3,6,5,15,0,0,0,1,0,4,3,2,3,2,4,3,3
1,2,25,3,7,3,2,7,5,6,3,18,0,0,0,0,1,3,4,2,2,3,7,2,4
0,2,56,0,6,2,1,7,7,7,2,16,1,0,0,0,0,5,3,1,4,4,8,3,4
1,2,51,2,3,3,1,7,6,3,2,15,1,0,0,0,0,4,4,1,5,5,5,3,4
0,2,32,4,7,4,4,6,5,4,2,18,0,1,0,0,0,2,2,1,3,2,5,2,4
1,2,45,4,3,1,1,3,4,6,2,15,0,0,0,0,0,4,4,2,4,4,9,3,3
0,1,48,4,4,3,6,1,6,4,5,15,0,1,0,0,0,1,1,1,1,1,3,2,3
1,2,67,3,1,3,1,7,7,7,5,15,0,0,0,0,1,5,3,1,5,5,10,5,5
1,2,49,3,5,2,1,6,6,6,2,15,1,0,0,0,0,4,4,2,5,4,8,3,4
0,1,44,5,4,2,7,1,1,3,5,10,0,1,1,0,0,1,1,1,1,1,3,1,2
0,2,50,4,3,2,6,5,5,6,5,17,0,1,0,0,0,2,1,1,1,1,2,1,3
1,2,49,0,2,2,2,7,5,5,4,15,0,1,0,0,0,3,4,3,5,3,5,3,4
0,2,68,3,3,4,6,4,5,5,4,15,0,1,1,0,0,2,1,1,2,1,5,3,3
1,2,59,0,4,1,4,7,7,4,3,15,1,0,0,0,0,3,4,1,4,4,8,3,4
0,1,24,4,4,4,5,1,1,4,4,20,0,0,0,1,0,2,4,1,2,1,0,3,5
0,2,40,4,4,3,4,4,6,3,3,15,0,1,0,0,0,3,3,1,3,3,5,3,3
1,2,21,3,2,2,3,5,5,6,3,15,0,0,0,0,0,3,2,1,3,3,7,2,4
0,2,60,2,6,2,5,3,7,5,2,15,0,1,1,0,0,3,2,1,4,3,6,2,4
0,2,73,3,4,3,5,7,7,3,2,15,1,0,0,0,0,2,1,1,4,3,7,3,4
1,1,69,4,4,4,4,7,7,4,3,22,0,0,0,0,1,3,2,1,5,4,8,3,5
1,1,72,3,3,3,2,7,7,6,3,15,1,0,0,0,0,3,4,1,4,4,9,3,4
0,2,66,0,2,3,1,7,7,4,2,15,0,1,0,0,0,4,3,1,4,3,4,3,3
0,2,27,4,3,2,3,2,4,6,5,15,0,1,0,0,0,2,2,1,2,2,1,2,4
1,1,44,4,5,3,1,5,6,4,3,18,0,0,0,0,1,4,5,2,4,5,10,5,5
0,1,51,1,4,3,1,7,7,3,2,15,1,0,0,0,0,3,3,2,4,3,9,2,4
0,1,57,0,7,3,1,1,3,4,5,18,0,1,0,0,0,5,4,1,2,2,8,3,3
1,1,59,4,1,3,2,1,5,5,4,18,0,1,0,0,0,3,3,2,4,2,10,3,4
1,1,50,2,7,3,4,7,7,6,3,15,0,0,0,0,1,4,4,1,5,5,5,3,5
0,1,24,3,4,3,4,1,2,5,5,15,0,0,0,1,0,4,2,1,2,2,0,1,2
1,2,63,3,3,3,4,1,6,5,4,18,1,0,0,0,0,4,3,2,5,4,8,3,4
1,1,70,0,4,3,4,5,6,5,4,15,0,0,0,0,0,4,2,3,4,4,10,3,4
0,2,64,4,4,3,6,4,6,3,2,15,0,1,1,0,0,3,2,1,2,2,5,3,4
1,1,78,4,4,2,1,7,7,7,4,24,0,0,0,0,1,4,3,3,5,5,10,4,4
1,1,83,3,4,3,1,1,7,3,3,15,0,0,0,0,0,4,3,1,5,3,8,3,4
1,1,51,4,6,2,3,5,6,6,4,15,0,1,1,0,0,3,2,1,4,2,2,3,4
0,1,36,4,5,4,5,1,6,5,2,15,0,0,0,1,0,2,1,1,2,1,3,2,4
1,1,73,2,7,4,5,7,6,7,4,15,0,0,0,0,1,3,5,1,5,3,7,3,4
1,1,52,2,4,2,2,7,7,6,4,15,0,0,0,0,1,5,5,1,5,5,10,3,5
0,2,25,3,3,4,4,4,4,5,4,15,0,1,0,0,0,2,1,1,2,1,4,2,3
0,1,68,4,2,4,6,6,6,3,3,17,0,1,0,0,0,2,1,1,3,2,5,2,3
0,2,59,4,4,3,5,5,5,6,5,15,0,1,0,0,0,2,2,1,2,2,5,3,4
1,1,53,1,6,2,2,6,6,6,4,15,0,0,0,0,1,4,5,2,5,5,10,4,5
0,2,29,3,3,3,4,1,7,4,3,15,0,1,0,0,0,1,1,1,4,4,10,3,1
0,1,52,4,4,2,5,2,5,5,4,15,0,0,0,1,0,2,1,1,2,2,4,2,4
0,1,39,4,4,4,4,6,6,3,3,15,1,0,0,0,0,3,3,1,2,2,4,2,4
0,2,26,5,2,4,6,1,2,3,4,15,0,0,0,1,0,2,2,1,2,2,2,2,3
0,2,45,3,2,2,3,2,7,6,3,15,0,0,0,0,0,3,3,1,4,3,6,2,3
1,2,53,4,4,2,5,6,6,5,4,15,0,1,0,0,0,3,3,2,4,4,6,3,4
0,1,49,3,3,2,7,4,4,6,5,15,0,1,0,0,0,3,1,1,2,1,0,1,3
1,1,18,3,4,4,2,3,5,3,4,15,0,1,0,0,0,4,3,1,5,4,4,3,4
0,2,24,4,3,5,5,5,5,4,3,15,0,0,0,0,0,3,2,1,4,3,5,2,3
1,1,37,5,8,4,5,1,5,3,3,15,0,0,0,0,1,3,4,2,5,4,10,5,5
1,2,71,4,2,4,4,7,4,6,4,18,0,1,1,0,0,3,3,1,4,4,10,4,4
0,1,59,0,4,1,4,7,6,7,5,15,0,1,0,0,0,3,3,1,3,3,7,1,3
0,1,29,5,6,3,5,4,5,4,3,15,0,1,0,0,0,2,2,1,2,2,5,3,3
1,1,19,3,4,3,7,6,7,6,4,15,0,0,0,0,1,4,5,2,5,4,6,3,4
0,2,30,3,1,3,2,1,3,7,5,22,0,0,0,1,0,3,2,1,3,4,5,2,4
1,2,50,2,4,2,1,7,7,3,2,15,1,0,0,0,0,5,5,3,5,5,10,4,4
1,1,34,3,2,3,2,1,1,6,2,15,0,0,0,0,1,4,5,2,3,4,8,3,4
0,2,18,3,4,3,4,5,6,2,4,14,0,1,1,0,0,2,2,1,2,2,4,3,3
1,2,68,3,3,3,1,6,7,6,5,15,0,0,0,0,0,4,2,1,5,5,10,3,4
1,1,52,2,2,2,1,1,5,7,4,21,0,0,0,0,1,4,4,3,4,3,10,4,4
0,1,66,4,5,3,5,6,6,3,5,15,0,1,0,0,0,2,2,1,2,2,5,2,3
1,2,70,2,4,3,1,7,5,3,2,17,1,0,0,0,0,4,4,2,5,5,10,4,4
0,1,67,4,3,3,7,1,6,3,4,15,0,1,1,0,0,2,1,1,2,1,3,2,4
1,1,41,0,4,3,4,7,5,5,5,18,0,0,0,0,1,3,3,2,5,4,3,3,5
0,1,21,3,4,2,3,4,6,6,3,15,0,1,1,0,0,2,4,1,3,2,3,2,3
1,1,67,3,5,4,1,1,7,6,2,15,1,0,0,0,0,4,3,1,4,4,6,4,4
0,2,58,4,4,3,3,4,6,3,2,16,1,0,0,0,0,4,3,1,5,3,4,2,5
0,1,38,3,7,2,5,7,7,2,5,15,0,1,0,0,0,2,1,1,4,4,5,1,3
0,2,26,4,3,3,4,2,5,4,4,15,0,0,0,1,0,2,2,1,1,2,2,1,3
0,1,61,4,1,2,5,5,5,6,3,15,0,1,0,0,0,3,3,2,3,3,5,3,3
0,1,68,4,4,3,6,6,6,3,4,15,0,0,0,0,0,3,1,1,3,1,3,3,3
0,2,50,5,6,3,2,1,2,6,5,15,0,1,0,0,0,1,1,1,1,1,2,1,3
0,1,51,2,4,1,4,1,6,3,4,18,0,0,0,0,0,3,2,1,4,3,10,2,3
1,2,62,2,2,3,3,5,4,7,4,15,0,0,0,0,1,4,3,1,5,3,5,3,4
0,1,30,3,7,3,5,1,6,6,3,15,0,1,0,0,0,2,3,1,3,3,3,3,3
0,1,36,4,4,3,4,4,4,5,4,15,0,1,0,0,0,3,3,1,3,3,5,3,3
0,1,36,4,3,2,5,4,1,7,5,15,0,0,0,0,0,3,3,3,2,2,0,3,3
0,1,27,4,4,4,2,7,6,3,2,15,1,0,0,0,0,2,2,1,4,2,4,2,3
1,2,58,1,2,2,4,5,7,7,4,15,0,1,0,0,0,5,4,2,5,5,9,3,5
1,2,68,2,2,2,1,7,6,6,5,21,0,0,0,0,1,5,4,2,5,5,8,3,5
0,1,29,4,6,3,7,1,3,5,4,17,0,0,0,0,0,1,1,1,1,1,0,1,3
1,2,71,1,3,4,2,7,7,4,2,15,1,0,0,0,0,3,3,3,4,5,9,4,3
1,2,36,4,4,3,1,1,1,7,5,15,0,0,0,1,0,4,4,1,4,4,10,3,4
1,1,34,4,4,2,4,3,6,4,4,18,0,1,0,0,0,4,3,2,2,4,6,4,4
1,1,85,4,7,3,5,7,7,3,2,16,1,0,0,0,0,4,3,1,5,4,3,3,4
0,1,19,3,4,3,7,3,6,5,4,15,0,1,1,0,0,2,1,1,2,2,5,2,4
1,2,55,3,5,3,1,7,5,3,4,15,0,1,0,0,0,3,4,2,4,5,5,4,3
0,2,78,4,6,3,5,2,6,5,4,15,0,1,0,0,0,2,2,1,2,2,5,2,3
0,1,55,2,2,4,4,6,5,3,4,15,0,1,0,0,0,3,2,1,4,3,6,3,3
0,1,23,4,5,1,7,7,7,4,4,15,0,1,0,0,0,1,1,1,4,3,4,2,4
0,2,70,1,2,3,3,1,4,3,4,15,0,0,0,1,0,4,1,1,5,4,6,3,3
1,2,70,4,2,3,2,7,7,3,2,15,1,0,0,0,0,3,2,2,5,5,6,4,4
1,1,65,3,4,2,5,7,7,7,5,15,0,1,0,0,0,3,3,2,5,5,7,3,2
1,2,79,1,2,3,3,7,7,5,2,15,1,0,0,0,0,3,3,2,4,4,6,3,3
0,1,66,4,2,3,5,1,6,4,2,15,0,1,1,0,0,2,2,1,2,3,4,2,3
0,2,24,5,4,2,4,2,7,4,3,15,0,0,0,0,0,3,3,1,3,4,5,3,1
0,2,54,1,2,2,2,7,7,4,3,15,1,0,0,0,0,3,2,2,2,2,10,2,3
0,1,49,5,7,4,4,1,5,4,2,18,0,1,1,0,0,3,2,1,2,2,4,3,3
0,1,47,4,4,4,2,7,6,7,2,15,1,0,0,0,0,4,5,1,2,2,7,3,3
0,1,35,4,3,1,2,3,7,7,4,15,0,1,0,0,0,1,1,1,5,5,10,1,3
0,2,30,4,6,1,7,1,1,4,3,15,0,1,1,0,0,3,3,3,3,3,5,3,3
1,1,45,5,7,4,1,7,7,5,3,15,1,0,0,0,0,4,2,2,5,5,10,3,5
0,1,41,4,2,4,5,6,2,5,5,15,0,1,0,0,0,4,4,1,4,3,10,3,3
0,1,20,3,1,2,6,5,6,3,5,15,0,1,0,0,0,1,1,1,3,1,3,2,3
0,2,22,4,4,4,2,7,4,2,1,16,1,0,0,0,0,2,3,3,4,3,3,2,4
1,1,48,2,4,5,1,1,7,5,3,15,1,0,0,0,0,5,5,1,5,5,6,3,5
0,1,24,4,8,4,5,5,5,4,1,15,1,0,0,0,0,2,1,1,4,2,2,5,2
0,2,32,2,1,4,2,7,7,7,5,18,0,1,0,0,0,5,1,1,4,2,10,1,5
0,2,34,4,6,5,7,7,7,2,1,16,1,0,0,0,0,1,3,3,3,2,2,3,3
1,1,79,0,4,3,1,7,7,6,4,15,0,0,0,0,0,4,3,2,5,5,9,4,4
0,1,54,2,4,5,2,7,2,4,2,15,1,0,0,0,0,4,3,1,5,5,10,4,3
1,2,54,0,1,3,1,7,7,5,4,19,0,0,0,0,1,3,3,3,2,4,6,3,4
0,2,21,4,4,4,5,5,5,6,5,22,0,0,0,0,0,2,2,1,3,1,3,2,4
0,1,21,3,4,3,7,3,3,5,3,15,0,1,0,0,0,2,1,1,4,3,3,2,4
0,2,40,4,5,2,5,5,5,4,3,15,0,1,0,0,0,2,3,1,3,2,5,4,3
1,1,58,3,4,1,1,2,7,7,5,15,0,0,0,0,1,4,4,2,5,5,8,4,5
0,1,58,4,4,3,7,1,6,5,5,15,0,0,0,1,0,2,2,1,4,2,5,3,4
1,2,61,2,3,1,3,7,7,2,1,15,1,0,0,0,0,5,5,3,5,5,10,5,5
0,2,36,4,2,2,5,1,2,6,5,15,0,0,0,1,0,3,2,1,4,2,2,3,3
0,2,37,5,2,4,3,1,4,5,4,15,0,1,0,0,0,2,2,1,2,2,5,2,3
0,2,70,4,3,3,4,3,6,5,3,19,0,0,0,1,0,3,3,1,4,4,6,3,3
0,2,20,4,4,2,7,1,1,7,2,15,0,1,0,0,0,2,2,1,2,2,0,2,4
1,2,66,0,4,3,1,7,1,7,5,15,0,0,0,0,1,4,4,2,5,5,10,5,5
0,2,59,3,4,3,6,6,6,3,2,15,1,0,0,0,0,4,2,1,2,2,4,1,5
0,2,66,4,3,3,7,7,7,4,2,15,1,0,0,0,0,2,2,1,4,2,2,2,3
0,2,68,1,4,2,4,4,6,6,3,15,1,0,0,0,0,3,2,1,2,4,5,3,4
0,1,21,3,1,4,4,2,4,4,3,15,0,0,0,1,0,2,2,1,3,1,4,3,3
1,1,59,3,8,2,4,4,7,5,2,15,1,0,0,0,0,4,2,1,5,4,10,3,4
1,2,49,2,2,3,5,6,6,7,5,15,0,1,0,0,0,4,4,1,3,4,7,4,4
0,1,20,3,1,4,3,7,7,3,2,15,1,0,0,0,0,2,4,1,4,4,7,2,5
0,1,46,5,4,2,7,1,5,4,4,15,0,0,0,0,0,2,3,1,3,2,4,2,1
1,2,74,1,4,3,1,7,7,6,4,15,0,0,0,0,0,3,3,2,4,4,8,4,3
1,2,35,5,7,4,5,2,7,2,4,12,0,1,1,0,0,4,4,1,3,1,5,3,5
1,2,56,2,4,2,7,7,7,3,4,15,0,1,0,0,0,3,3,3,3,3,10,3,1
1,1,53,4,5,4,3,7,6,3,2,19,1,0,0,0,0,3,2,1,4,4,7,4,4
1,1,35,1,6,4,1,7,4,4,2,15,1,0,0,0,0,4,3,1,5,5,5,4,4
0,1,69,5,6,5,7,4,7,3,3,15,0,0,0,0,0,2,1,1,3,2,3,2,3
